asset_id,asset_type,file_name,round,question_number,question_text,answer,main_visual_clue,image_prompt,video_prompt
q09,question_scene,scene_q07_09_up.png,ROUND 1: EASY MOVIES,09,What movie is this? 🏠🎈👴,Up,House balloons old man,"Create original 16:9 quiz graphic. Large emojis: house, balloons, old man (🏠🎈👴). Question: What movie? Answer: Up.","Animate question reveal, 3-second pause, answer card reading Up."
q10,question_scene,scene_q07_10_jurassic_park.png,ROUND 1: EASY MOVIES,10,What movie is this? 🦕🌿😱,Jurassic Park,Dinosaur jungle scared,"Create original 16:9 quiz graphic. Large emojis: dinosaur, leaves, scared face (🦕🌿😱). Question: What movie? Answer: Jurassic Park.","Animate question reveal, 3-second pause, answer card reading Jurassic Park."
round_02_medium,title_card,round_02_medium.png,ROUND 2: MEDIUM MOVIES,,ROUND 2: MEDIUM MOVIES,,ROUND 2: MEDIUM MOVIES,"Create an original 16:9 bright 2D quiz-show round card reading ROUND 2: MEDIUM MOVIES. Bold clean typography, original design.",Animate ROUND 2: MEDIUM MOVIES card.
q11,question_scene,scene_q07_11_forrest_gump.png,ROUND 2: MEDIUM MOVIES,11,What movie is this? 🏃🍫🪶,Forrest Gump,Running chocolates feather,"Create original 16:9 quiz graphic. Large emojis: runner, chocolate box, feather (🏃🍫🪶). Question: What movie? Answer: Forrest Gump.","Animate question reveal, 3-second pause, answer card reading Forrest Gump."
q12,question_scene,scene_q07_12_matrix.png,ROUND 2: MEDIUM MOVIES,12,What movie is this? 💊🟢👓,The Matrix,Pill green code glasses,"Create original 16:9 quiz graphic. Large emojis: pill, green circle, sunglasses (💊🟢👓). Question: What movie? Answer: The Matrix.","Animate question reveal, 3-second pause, answer card reading The Matrix."
q13,question_scene,scene_q07_13_inception.png,ROUND 2: MEDIUM MOVIES,13,What movie is this? 💤🌀🏙️,Inception,Dream spiral city,"Create original 16:9 quiz graphic. Large emojis: sleeping, spiral, cityscape (💤🌀🏙️). Question: What movie? Answer: Inception.","Animate question reveal, 3-second pause, answer card reading Inception."
q14,question_scene,scene_q07_14_grease.png,ROUND 2: MEDIUM MOVIES,14,What movie is this? 🎤⚡🚗,Grease,Microphone lightning car,"Create original 16:9 quiz graphic. Large emojis: microphone, lightning, car (🎤⚡🚗). Question: What movie? Answer: Grease.","Animate question reveal, 3-second pause, answer card reading Grease."
q15,question_scene,scene_q07_15_top_gun.png,ROUND 2: MEDIUM MOVIES,15,What movie is this? ✈️🕶️🔥,Top Gun,Plane sunglasses fire,"Create original 16:9 quiz graphic. Large emojis: airplane, sunglasses, fire (✈️🕶️🔥). Question: What movie? Answer: Top Gun.","Animate question reveal, 3-second pause, answer card reading Top Gun."
q16,question_scene,scene_q07_16_ghost.png,ROUND 2: MEDIUM MOVIES,16,What movie is this? 👻❤️🏺,Ghost,Ghost love pottery,"Create original 16:9 quiz graphic. Large emojis: ghost, heart, pottery (👻❤️🏺). Question: What movie? Answer: Ghost.","Animate question reveal, 3-second pause, answer card reading Ghost."
q17,question_scene,scene_q07_17_interstellar.png,ROUND 2: MEDIUM MOVIES,17,What movie is this? 🚀⭐🌌,Interstellar,Rocket star galaxy,"Create original 16:9 quiz graphic. Large emojis: rocket, star, galaxy (🚀⭐🌌). Question: What movie? Answer: Interstellar.","Animate question reveal, 3-second pause, answer card reading Interstellar."
q18,question_scene,scene_q07_18_beauty_beast.png,ROUND 2: MEDIUM MOVIES,18,What movie is this? 🌹👹📚,Beauty and the Beast,Rose beast books,"Create original 16:9 quiz graphic. Large emojis: rose, beast monster, books (🌹👹📚). Question: What movie? Answer: Beauty and the Beast.","Animate question reveal, 3-second pause, answer card reading Beauty and the Beast."
q19,question_scene,scene_q07_19_elf.png,ROUND 2: MEDIUM MOVIES,19,What movie is this? 🎄🧝🍝,Elf,Christmas tree elf pasta,"Create original 16:9 quiz graphic. Large emojis: Christmas tree, elf, spaghetti (🎄🧝🍝). Question: What movie? Answer: Elf.","Animate question reveal, 3-second pause, answer card reading Elf."
q20,question_scene,scene_q07_20_mean_girls.png,ROUND 2: MEDIUM MOVIES,20,What movie is this? 👯💅🗓️,Mean Girls,Twins nails calendar,"Create original 16:9 quiz graphic. Large emojis: dancers, nail polish, calendar (👯💅🗓️). Question: What movie? Answer: Mean Girls.","Animate question reveal, 3-second pause, answer card reading Mean Girls."
round_03_hard,title_card,round_03_hard.png,ROUND 3: HARD MOVIES,,ROUND 3: HARD MOVIES,,ROUND 3: HARD MOVIES,"Create an original 16:9 bright 2D quiz-show round card reading ROUND 3: HARD MOVIES. Bold clean typography, original design.",Animate ROUND 3: HARD MOVIES card.
q21,question_scene,scene_q07_21_pulp_fiction.png,ROUND 3: HARD MOVIES,21,What movie is this? 💼💉💃,Pulp Fiction,Briefcase syringe dancer,"Create original 16:9 quiz graphic. Large emojis: briefcase, syringe, dancer (💼💉💃). Question: What movie? Answer: Pulp Fiction.","Animate question reveal, 3-second pause, answer card reading Pulp Fiction."
q22,question_scene,scene_q07_22_silence_lambs.png,ROUND 3: HARD MOVIES,22,What movie is this? 🤐🐑😷,Silence of the Lambs,Zipped lips sheep mask,"Create original 16:9 quiz graphic. Large emojis: zipper mouth, sheep, mask (🤐🐑😷). Question: What movie? Answer: Silence of the Lambs.","Animate question reveal, 3-second pause, answer card reading Silence of the Lambs."
q23,question_scene,scene_q07_23_shining.png,ROUND 3: HARD MOVIES,23,What movie is this? 🪓🏨❄️,The Shining,Axe hotel snow,"Create original 16:9 quiz graphic. Large emojis: axe, hotel, snowflake (🪓🏨❄️). Question: What movie? Answer: The Shining.","Animate question reveal, 3-second pause, answer card reading The Shining."
q24,question_scene,scene_q07_24_cast_away.png,ROUND 3: HARD MOVIES,24,What movie is this? 🏝️🏐👤,Cast Away,Island volleyball person,"Create original 16:9 quiz graphic. Large emojis: island, volleyball, silhouette (🏝️🏐👤). Question: What movie? Answer: Cast Away.","Animate question reveal, 3-second pause, answer card reading Cast Away."
q25,question_scene,scene_q07_25_goodfellas.png,ROUND 3: HARD MOVIES,25,What movie is this? 🔫🍝🤵,Goodfellas,Gun pasta suit,"Create original 16:9 quiz graphic. Large emojis: pistol, spaghetti, man in suit (🔫🍝🤵). Question: What movie? Answer: Goodfellas.","Animate question reveal, 3-second pause, answer card reading Goodfellas."
outro,title_card,outro_quiz7.png,Outro,,How many did you get right?,,scoreboard,"Create an original 16:9 quiz-show outro celebration scoreboard. Confetti, festive energy, no copied branding.",Animate scoreboard confetti.
