asset_id,asset_type,file_name,round,question_number,question_text,answer,main_visual_clue,image_prompt,video_prompt
round_02_medium,title_card,round_02_medium.png,ROUND 2: MEDIUM FLAGS,,ROUND 2: MEDIUM FLAGS,,ROUND 2: MEDIUM FLAGS background,"Create an original 16:9 bright 2D quiz-show round card reading ROUND 2: MEDIUM FLAGS. Bold clean typography, original design, no copied branding.",Animate ROUND 2: MEDIUM FLAGS card slide-in.
q11,question_scene,scene_q06_11_turkey.png,ROUND 2: MEDIUM FLAGS,11,Which country does this flag belong to?,Turkey 🇹🇷,Red flag with white crescent and star,"Create an original 16:9 quiz graphic. Show the TURKEY FLAG (red background, white crescent moon and white star) large and bold. Question: Which country? Answer: Turkey.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Turkey 🇹🇷."
q12,question_scene,scene_q06_12_south_korea.png,ROUND 2: MEDIUM FLAGS,12,Which country does this flag belong to?,South Korea 🇰🇷,White flag with red blue yin yang and black trigrams,"Create an original 16:9 quiz graphic. Show the SOUTH KOREA FLAG (white background, red-blue taeguk circle, black trigrams in corners) large and bold. Question: Which country? Answer: South Korea.","Animate question reveal, 3-second thinking pause, answer card pop-in reading South Korea 🇰🇷."
q13,question_scene,scene_q06_13_mexico.png,ROUND 2: MEDIUM FLAGS,13,Which country does this flag belong to?,Mexico 🇲🇽,Green white red with eagle emblem,"Create an original 16:9 quiz graphic. Show the MEXICO FLAG (green, white, red vertical bands, eagle with snake on cactus coat of arms in center) large and bold. Question: Which country? Answer: Mexico.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Mexico 🇲🇽."
q14,question_scene,scene_q06_14_switzerland.png,ROUND 2: MEDIUM FLAGS,14,Which country does this flag belong to?,Switzerland 🇨🇭,Red square with white cross,"Create an original 16:9 quiz graphic. Show the SWITZERLAND FLAG (red square background, white plus cross centered) large and bold. Question: Which country? Answer: Switzerland.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Switzerland 🇨🇭."
q15,question_scene,scene_q06_15_south_africa.png,ROUND 2: MEDIUM FLAGS,15,Which country does this flag belong to?,South Africa 🇿🇦,Colorful Y-shape flag six colors,"Create an original 16:9 quiz graphic. Show the SOUTH AFRICA FLAG (horizontal Y-shape design with green, yellow, black, red, white, blue) large and bold. Question: Which country? Answer: South Africa.","Animate question reveal, 3-second thinking pause, answer card pop-in reading South Africa 🇿🇦."
q16,question_scene,scene_q06_16_norway.png,ROUND 2: MEDIUM FLAGS,16,Which country does this flag belong to?,Norway 🇳🇴,Red flag with blue and white Nordic cross,"Create an original 16:9 quiz graphic. Show the NORWAY FLAG (red background, blue cross outlined in white, offset to left) large and bold. Question: Which country? Answer: Norway.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Norway 🇳🇴."
q17,question_scene,scene_q06_17_argentina.png,ROUND 2: MEDIUM FLAGS,17,Which country does this flag belong to?,Argentina 🇦🇷,Blue white blue with yellow sun,"Create an original 16:9 quiz graphic. Show the ARGENTINA FLAG (light blue, white, light blue horizontal bands, yellow Sol de Mayo sun in center) large and bold. Question: Which country? Answer: Argentina.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Argentina 🇦🇷."
q18,question_scene,scene_q06_18_portugal.png,ROUND 2: MEDIUM FLAGS,18,Which country does this flag belong to?,Portugal 🇵🇹,Green and red with ornate coat of arms,"Create an original 16:9 quiz graphic. Show the PORTUGAL FLAG (green left third, red right two-thirds, armillary sphere and shield coat of arms on border) large and bold. Question: Which country? Answer: Portugal.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Portugal 🇵🇹."
q19,question_scene,scene_q06_19_new_zealand.png,ROUND 2: MEDIUM FLAGS,19,Which country does this flag belong to?,New Zealand 🇳🇿,Blue with Union Jack and red stars,"Create an original 16:9 quiz graphic. Show the NEW ZEALAND FLAG (blue background, Union Jack top left, four red stars with white borders Southern Cross) large and bold. Question: Which country? Answer: New Zealand.","Animate question reveal, 3-second thinking pause, answer card pop-in reading New Zealand 🇳🇿."
q20,question_scene,scene_q06_20_ukraine.png,ROUND 2: MEDIUM FLAGS,20,Which country does this flag belong to?,Ukraine 🇺🇦,Blue and yellow horizontal halves,"Create an original 16:9 quiz graphic. Show the UKRAINE FLAG (top half blue sky, bottom half golden yellow wheat field) large and bold. Question: Which country? Answer: Ukraine.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Ukraine 🇺🇦."
round_03_tricky,title_card,round_03_tricky.png,ROUND 3: TRICKY FLAGS,,ROUND 3: TRICKY FLAGS,,ROUND 3: TRICKY FLAGS background,"Create an original 16:9 bright 2D quiz-show round card reading ROUND 3: TRICKY FLAGS. Bold clean typography, original design, no copied branding.",Animate ROUND 3: TRICKY FLAGS card slide-in.
q21,question_scene,scene_q06_21_nepal.png,ROUND 3: TRICKY FLAGS,21,Which country does this flag belong to?,Nepal 🇳🇵,Only non-rectangular flag in the world,"Create an original 16:9 quiz graphic. Show the NEPAL FLAG (unique double-pennant shape, only non-rectangular national flag, crimson red with blue border, white moon and sun symbols) large and bold. Question: Which country? Answer: Nepal.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Nepal 🇳🇵."
q22,question_scene,scene_q06_22_bhutan.png,ROUND 3: TRICKY FLAGS,22,Which country does this flag belong to?,Bhutan 🇧🇹,Orange and yellow with dragon,"Create an original 16:9 quiz graphic. Show the BHUTAN FLAG (diagonal split orange upper right and yellow-orange lower left, white Thunder Dragon in center) large and bold. Question: Which country? Answer: Bhutan.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Bhutan 🇧🇹."
q23,question_scene,scene_q06_23_cambodia.png,ROUND 3: TRICKY FLAGS,23,Which country does this flag belong to?,Cambodia 🇰🇭,Blue red blue with Angkor Wat temple,"Create an original 16:9 quiz graphic. Show the CAMBODIA FLAG (blue, wide red center with white Angkor Wat silhouette, blue bands) large and bold. Question: Which country? Answer: Cambodia.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Cambodia 🇰🇭."
q24,question_scene,scene_q06_24_mozambique.png,ROUND 3: TRICKY FLAGS,24,Which country does this flag belong to?,Mozambique 🇲🇿,Flag with AK-47 rifle on it,"Create an original 16:9 quiz graphic. Show the MOZAMBIQUE FLAG (green, black, yellow horizontal bands with red triangle, white star, open book, crossed hoe and AK-47) large and bold. Question: Which country? Answer: Mozambique. Fun fact: only flag with an assault rifle!","Animate question reveal, 3-second thinking pause, answer card pop-in reading Mozambique 🇲🇿."
q25,question_scene,scene_q06_25_kiribati.png,ROUND 3: TRICKY FLAGS,25,Which country does this flag belong to?,Kiribati 🇰🇮,Red and blue waves with rising sun and frigate bird,"Create an original 16:9 quiz graphic. Show the KIRIBATI FLAG (red upper half with yellow rising sun and golden frigate bird in flight, blue and white wavy stripes lower) large and bold. Question: Which country? Answer: Kiribati.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Kiribati 🇰🇮."
q26,question_scene,scene_q06_26_sri_lanka.png,ROUND 3: TRICKY FLAGS,26,Which country does this flag belong to?,Sri Lanka 🇱🇰,Maroon flag with golden lion holding sword,"Create an original 16:9 quiz graphic. Show the SRI LANKA FLAG (maroon background, golden lion holding sword, four Bo leaves, vertical green and saffron stripes) large and bold. Question: Which country? Answer: Sri Lanka.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Sri Lanka 🇱🇰."
q27,question_scene,scene_q06_27_albania.png,ROUND 3: TRICKY FLAGS,27,Which country does this flag belong to?,Albania 🇦🇱,Red flag with double-headed black eagle,"Create an original 16:9 quiz graphic. Show the ALBANIA FLAG (red background, black double-headed eagle centered) large and bold. Question: Which country? Answer: Albania.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Albania 🇦🇱."
q28,question_scene,scene_q06_28_papua_new_guinea.png,ROUND 3: TRICKY FLAGS,28,Which country does this flag belong to?,Papua New Guinea 🇵🇬,Diagonal black and red with bird of paradise and stars,"Create an original 16:9 quiz graphic. Show the PAPUA NEW GUINEA FLAG (diagonal split red upper left, black lower right, golden Raggiana Bird of Paradise on red, Southern Cross stars on black) large and bold. Question: Which country? Answer: Papua New Guinea.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Papua New Guinea 🇵🇬."
q29,question_scene,scene_q06_29_trinidad.png,ROUND 3: TRICKY FLAGS,29,Which country does this flag belong to?,Trinidad and Tobago 🇹🇹,Red flag with diagonal black stripe white borders,"Create an original 16:9 quiz graphic. Show the TRINIDAD AND TOBAGO FLAG (red background, diagonal black stripe from upper left to lower right with white borders each side) large and bold. Question: Which country? Answer: Trinidad and Tobago.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Trinidad and Tobago 🇹🇹."
q30,question_scene,scene_q06_30_lesotho.png,ROUND 3: TRICKY FLAGS,30,Which country does this flag belong to?,Lesotho 🇱🇸,Blue white green with black Basotho hat,"Create an original 16:9 quiz graphic. Show the LESOTHO FLAG (blue, white, green horizontal bands, black Basotho hat in center) large and bold. Question: Which country? Answer: Lesotho.","Animate question reveal, 3-second thinking pause, answer card pop-in reading Lesotho 🇱🇸."
outro,title_card,outro_quiz6.png,Outro,,How many did you get right?,,scoreboard celebration,"Create an original 16:9 quiz-show outro scoreboard card. Celebration confetti, score ranges, festive energy. No copied branding.",Animate scoreboard reveal with confetti.
