asset_id,asset_type,file_name,round,question_number,question_text,answer,main_visual_clue,image_prompt,video_prompt
q29,question_scene,scene_q29_colombia.png,ROUND 3: TRICKY,29,Which country is this?,Colombia,Colombia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Colombia."
q30,question_scene,scene_q30_peru.png,ROUND 3: TRICKY,30,Which country is this?,Peru,Peru shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Peru."
round_04,title_card,round_04_harder.png,ROUND 4: HARDER,,ROUND 4: HARDER,,,,
q31,question_scene,scene_q31_poland.png,ROUND 4: HARDER,31,Which country is this?,Poland,Poland shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Poland."
q32,question_scene,scene_q32_ukraine.png,ROUND 4: HARDER,32,Which country is this?,Ukraine,Ukraine shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Ukraine."
q33,question_scene,scene_q33_morocco.png,ROUND 4: HARDER,33,Which country is this?,Morocco,Morocco shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Morocco."
q34,question_scene,scene_q34_iraq.png,ROUND 4: HARDER,34,Which country is this?,Iraq,Iraq shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Iraq."
q35,question_scene,scene_q35_pakistan.png,ROUND 4: HARDER,35,Which country is this?,Pakistan,Pakistan shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Pakistan."
q36,question_scene,scene_q36_myanmar.png,ROUND 4: HARDER,36,Which country is this?,Myanmar,Myanmar shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Myanmar."
q37,question_scene,scene_q37_venezuela.png,ROUND 4: HARDER,37,Which country is this?,Venezuela,Venezuela shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Venezuela."
q38,question_scene,scene_q38_bolivia.png,ROUND 4: HARDER,38,Which country is this?,Bolivia,Bolivia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Bolivia."
q39,question_scene,scene_q39_paraguay.png,ROUND 4: HARDER,39,Which country is this?,Paraguay,Paraguay shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Paraguay."
q40,question_scene,scene_q40_ecuador.png,ROUND 4: HARDER,40,Which country is this?,Ecuador,Ecuador shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Ecuador."
round_05,title_card,round_05_expert.png,ROUND 5: EXPERT,,ROUND 5: EXPERT,,,,
q41,question_scene,scene_q41_belgium.png,ROUND 5: EXPERT,41,Which country is this?,Belgium,Belgium shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Belgium."
q42,question_scene,scene_q42_portugal.png,ROUND 5: EXPERT,42,Which country is this?,Portugal,Portugal shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Portugal."
q43,question_scene,scene_q43_switzerland.png,ROUND 5: EXPERT,43,Which country is this?,Switzerland,Switzerland shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Switzerland."
q44,question_scene,scene_q44_croatia.png,ROUND 5: EXPERT,44,Which country is this?,Croatia,Croatia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Croatia."
q45,question_scene,scene_q45_nepal.png,ROUND 5: EXPERT,45,Which country is this?,Nepal,Nepal shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Nepal."
q46,question_scene,scene_q46_sri_lanka.png,ROUND 5: EXPERT,46,Which country is this?,Sri Lanka,Sri Lanka shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Sri Lanka."
q47,question_scene,scene_q47_tunisia.png,ROUND 5: EXPERT,47,Which country is this?,Tunisia,Tunisia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Tunisia."
q48,question_scene,scene_q48_panama.png,ROUND 5: EXPERT,48,Which country is this?,Panama,Panama shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Panama."
q49,question_scene,scene_q49_estonia.png,ROUND 5: EXPERT,49,Which country is this?,Estonia,Estonia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Estonia."
q50,question_scene,scene_q50_laos.png,ROUND 5: EXPERT,50,Which country is this?,Laos,Laos shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Laos."
outro,title_card,outro_scoreboard.png,Outro,,How many did you get right?,,scoreboard,,
end_screen,title_card,end_screen.png,Outro,,Subscribe for more!,,subscribe,,
